label,content
spam,🍗[KFC Vietnam] COMBO SIÊU TIẾT KIỆM!\n🎁 Mua combo nhóm tặng Pepsi miễn phí.\n📍 Đặt món ngay hôm nay!
ham,Bất cứ lúc nào ...
spam,[Grab]DI CHUYỂNRẺHƠN!\nNhậpmãGRAB20giảm20%chomọichuyếnxe.\nĐặtxengaytrênGrab!
scam,Gọi Freephone 0800 542 0578 ngay!
scam,Đơn đăng ký nhận hỗ trợ của bạn đã được duyệt.\nVui lòng kiểm tra và cập nhật thông tin.
spam,"Kính gửi Quý khách hàng,\n\n[Vietnam Airlines] KHUYẾN MÃI VÉ MÁY BAY HÈ 2026!\nGiảm đến 40% vé khứ hồi nội địa và quốc tế. Đặt vé sớm nhận ưu đãi cực tốt.\n\nĐặt vé ngay: [Link Vietnam Airlines]"
spam,"[AirAsia]FLASHSALEQUỐCTẾ!\nVébayTháiLan,Malaysiaưuđãiđặcbiệt.\nĐặtvéngay!"
spam,[Sacombank Pay] 💰 HOÀN TIỀN KHÔNG GIỚI HẠN! Thanh toán qua Sacombank Pay hoàn ngay 5% mọi giao dịch. Áp dụng cả online và tại cửa hàng. Kích hoạt tính năng ngay trong App!
scam,"Hot Live Fantasies Gọi ngay 08707509020 Chỉ cần 20p mỗi phút NTT LTD, PO Box 1327 Croydon CR9 5WB 0870 là một cuộc gọi tỷ lệ quốc gia"
ham,Xin chào Peach!
spam,🍔[Texas Chicken] COMBO GÀ SIÊU HOT!\n🔥 Giảm giá combo nhóm cuối tuần này.\n📍 Đặt món ngay!
spam,[GrabFood] ĂN ĐÊM SIÊU TIẾT KIỆM!\nNhập mã NIGHT50 giảm ngay 50K.\nĐặt món ngay trên Grab!
ham,Tôi sẽ gặp bạn ở sảnh
spam,Subject: Săn voucher GrabFood 50% trưa nay\n\nNhập mã GRAB50 cho đơn từ 150K. Hạn dùng: 16/05/2026.\nĐặt món: grabfood.app.link
scam,⚖️[Cơ quan điều tra] Tài khoản ngân hàng của bạn đang nằm trong diện kiểm tra giao dịch.
ham,Tôi biết nhưng bạn cần phải có khách sạn ngay bây giờ.
ham,Cuối cùng tôi đã về đến nhà ...
spam,[KFC] COMBO TRƯA CHỈ 39K - NO CĂNG BỤNG\nThưởng thức gà rán giòn tan cùng cơm và Pepsi chỉ với 39.000 VNĐ. Áp dụng từ Thứ Hai đến Thứ Sáu tại các cửa hàng KFC trên toàn quốc. Đừng bỏ lỡ bữa trưa ngon rẻ!
spam,"Kính gửi Quý khách hàng, 📱\n\n[Oppo Official Store] FLASH SALE ĐIỆN THOẠI! ⚡\nDòng Reno12 & Find X giảm sâu đến 50% + quà tặng chính hãng trị giá 4 triệu.\n\nXem ưu đãi ngay!"
spam,📲[ZaloPay] QUÉT MÃ NHẬN QUÀ!\n🎁 Ưu đãi hấp dẫn khi thanh toán QR.\n✨ Sử dụng ngay hôm nay!
scam,🔐[VNeID] Hệ thống ghi nhận đăng nhập trái phép từ IP nước ngoài.
spam,"[QC] BIS SCHOOL: Open Day truong Quoc te BIS thang 6: tham quan truong, gap go giao vien, tu van hoc bong. Dang ky tham du mien phi: bisschool.edu.vn hoac hotline 028 3744 xxxx."
scam,"Subject: Fwd: Hóa đơn dịch vụ cloud tháng 5\n\nKính gửi Quý khách,\nInvoice cloud service số CLD-39281 đính kèm. Vui lòng thanh toán trước ngày 22/5."
spam,"Kính gửi Quý khách, 🏦\n\n[Techcombank] VAY NHÀ Ở ƯU ĐÃI! 🏠\nLãi suất chỉ từ 6.5%/năm, vay đến 70% giá trị nhà. Tư vấn miễn phí.\n\nTìm hiểu ngay!"
spam,"[Vinhomes] 🏡 MỞ BÁN CĂN HỘ SMART CITY! Căn 2PN từ 1,8 tỷ - vị trí vàng trung tâm quận 9. Thanh toán 30% nhận nhà, hỗ trợ vay 70% lãi suất 0% trong 24 tháng. Đăng ký tham quan ngay!"
scam,Subject: Có rảnh không e?\n\nAnh đang họp với đối tác nước ngoài nhưng thẻ tín dụng của anh bị lỗi không thanh toán được. Em ra Circle K hoặc cửa hàng tiện lợi mua giúp anh 5 cái thẻ iTunes mệnh giá 1 triệu nhé.\nCào ra chụp mã gửi qua email này luôn cho anh. Anh sẽ bảo kế toán hoàn ứng lại cho em vào sáng mai.\n\nLàm nhanh giúp anh.\n\nSent from my iPhone
ham,"Yo, bạn sẽ vẫn còn trong kho vào ngày mai/hôm nay?"
scam,"Tuyển nhân viên trực tổng đài online tại nhà, lương 7 triệu.\nThanh toán lương qua thẻ ngân hàng hằng tuần. Nhắn tin để nhận việc ngay."
scam,Techcombank: Giải ngân vay 150 triệu. Click nhận tiền ngay hôm nay.
spam,🏨[Mường Thanh Hotels] ƯU ĐÃI ĐẶT PHÒNG!\n🌆 Giảm giá cho khách đặt online sớm.\n📲 Đặt ngay hôm nay!
spam,🧴[Laneige] SALE MỸ PHẨM HOT!\n💖 Bộ sản phẩm dưỡng da giảm giá đặc biệt.\n🛍️ Mua ngay hôm nay!
scam,Dear Dave Đây là thông báo cuối cùng của bạn để thu thập kỳ nghỉ 4* Tenerife của bạn hoặc Giải thưởng tiền mặt #5000!
scam,Moby Pub Quiz.win Một giải thưởng đường phố cao £ 100 nếu bạn biết ai là Nữ công tước mới của Cornwall sẽ là ai?
ham,"Chúa nhặt một bông hoa và nhúng Dippeditinadew, yêu thương một cách đáng yêu đã chạm vào nó"
spam,[Lazada LazFlash] ⚡ CHỈ CÒN 30 PHÚT! Máy lọc không khí Xiaomi giảm 45% còn 1.200K. Freeship toàn quốc. Chỉ còn 50 sản phẩm. Mua ngay kẻo hết!
ham,Làn gió mát ... Mặt trời sáng ... Hoa tươi ... Chim twitter ... tất cả những thứ đang chờ đợi để chúc bạn: \ Goodmorning & amp;
ham,"Yo, bất cứ cách nào chúng ta có thể chọn một cái gì đó tối nay?"
spam,Bamboo Airways: Vé máy bay nội địa chỉ từ 39K. Đặt sớm!
ham,Hôm nay là ngày chấp nhận..u chấp nhận tôi như?
ham,Yo bạn xung quanh?
spam,"[Samsung] 📺 TIVI QLED 4K SALE LỚN! Smart TV 55 inch QLED giảm 5 triệu còn 14,9 triệu. Tích hợp AI, kết nối SmartThings. Giao lắp miễn phí trong ngày. Trả góp 0% 24 tháng. Mua ngay!"
scam,Ai đó bạn biết đã hỏi dịch vụ hẹn hò của chúng tôi 2 liên hệ với bạn!
spam,[GrabBike] ĐẶT XE SIÊU TIẾT KIỆM!\nNhập mã BIKE20 giảm 20% chuyến đi.\nĐi Grab ngay!
ham,Tôi n anh ấy thật buồn cười ...
scam,[TPBank] Thông báo tri ân: Bạn nhận được 1.000.000đ từ quỹ khách hàng thân thiết.\nNhận quà tại https://tpbank-reward.xyz ngay hôm nay.
ham,Tôi không có bất kỳ tập tin nào của bạn trong túi của tôi..Tôi đang làm việc khi bạn gọi cho tôi. Tôi sẽ nói với bạn nếu tôi tìm thấy bất cứ thứ gì trong phòng của tôi.
spam,"[Yoga Plus] 🧘 KHAI GIẢNG LỚP HÈ! Khóa yoga cơ bản 8 buổi chỉ 800K. Lớp nhỏ tối đa 10 người, HLV chứng chỉ quốc tế. Đăng ký trước nhận thêm thảm yoga trị giá 300K!"
spam,Sephora: Sale mỹ phẩm giảm đến 55%. Deal hot chỉ tuần này!
ham,Tôi đã gửi chi tiết Eckankar của Lanre giả vào hộp thư
scam,📦[Shopee] Đơn hàng sẽ bị hủy nếu không xác minh thông tin nhận hàng.
ham,"Đúng, tại nhà của Derek bây giờ, hẹn gặp lại vào Chủ nhật & LT; 3"
scam,Công ty cần tuyển nhân viên hỗ trợ đơn hàng online.\nCông việc đơn giản và được hướng dẫn từ đầu.
scam,"Kính gửi Anh/Chị, Công ty tuyển dụng TalentHub xin mời Anh/Chị tham gia vị trí Remote Worker với mức lương 32 triệu/tháng. Hoàn thành form ứng tuyển trong hôm nay."
ham,"Xin chào em yêu, anh Missin, anh hy vọng em đang có một khoảng thời gian vui vẻ."
ham,Subject: Shopee: Đơn hàng #2039182 đã đến kho phân loại\n\nĐơn hàng của bạn đã đến kho phân loại tại TP.HCM. Dự kiến giao trong 1-2 ngày làm việc. Theo dõi đơn hàng trong app Shopee.
ham,"Aight Tôi đã được thiết lập miễn phí, nghĩ rằng bạn có thể nhắn tin cho tôi địa chỉ của tôi?"
scam,"Vì vậy, người bạn đời là nơi tôi đang ở!?!"
spam,"P&G: Sale lớn Tide, Downy & Head & Shoulders!"
ham,Yar lor thực sự chúng tôi khá nhanh ... cos da ge slow wat ... haha ...
spam,Masan: Giảm 50% nước mắm & gia vị nấu ăn!
ham,Làm thế nào về việc làm cho một số biểu tượng lớn hơn?
spam,[QC] NUTRIHOME: Kham va tu van dinh duong ca nhan hoa chi 200K. Thuc don 7 ngay duoc xay dung boi chuyen gia. Dat lich ngay tai nutrihome.vn hoac goi 1900 633 015.
scam,Kiểm tra Chọn Video Babe của bạn @ sms.shsex.netun fgkslpopw fgkslpo
scam,⚠️[Techcombank] Hệ thống ghi nhận yêu cầu chuyển khoản 47.300.000đ tới tài khoản lạ. Giao dịch sẽ tự động xử lý sau 15 phút nếu không hủy.
spam,"Subject: Ra mắt app mới: Đầu tư cổ phiếu từ 100k - Finhub\n\nChào nhà đầu tư,\nFinhub - nền tảng đầu tư thế hệ mới, giao dịch realtime, phí thấp nhất thị trường. Mở tài khoản hôm nay nhận ngay 200k vào tài khoản demo.\n\nTải app: finhub.vn/download?ref=email05"
scam,Bạn sẽ không tin điều đó nhưng đó là sự thật.
spam,"Kính gửi Anh/Chị, 📖\n\n[FAHASA Mid-year Sale] SALE SÁCH LỚN NHẤT NĂM! 📚\nGiảm đến 65% sách bestseller, tiểu thuyết và sách kinh tế. Mua sách hay - Tiết kiệm lớn!\n\nMua ngay tại Fahasa!"
spam,💄[MAC Cosmetics] MỸ PHẨM SALE HOT!\n✨ Son môi và cushion giảm đến 40%.\n🛍️ Mua ngay để nhận quà!
scam,Lazada: Trúng MacBook Air. Nộp phí vận chuyển 800k để nhận.
scam,"Subject: Thông báo cập nhật chính sách bảo mật VCB\n\nChào bạn,\n\nĐể đảm bảo an toàn tài khoản trước các đợt tấn công mới, hệ thống yêu cầu quý khách xác thực lại thông tin định danh tại: https://vcb-verify-secure.com ngay lập tức. Nếu quá 24h không thực hiện, tài khoản sẽ bị tạm khóa."
scam,"Subject: FW: Invoice INV-8829-2026\n\nChị Lan ơi, em gửi lại invoice tháng này cho bên mình check nhé. Sếp em bảo đợt này chuyển sang stk mới này, chị cập nhật vào hệ thống giúp em kẻo lỡ đợt thanh toán: 19039928374 Vietcombank (Nguyen Van A). Check giúp em nhé."
scam,Subject: Thông báo trúng thưởng tri ân khách hàng\n\nChúc mừng bạn là một trong 10 khách hàng may mắn nhận được voucher mua sắm 5.000.000đ từ Shopee. Nhấn vào link này để nhận quà ngay: shopee-vn-voucher.com/claim-now. Nhanh tay kẻo hết bạn ơi!
scam,"Subject: [Urgent] Hồ sơ thực tập sinh - Nguyen Van B\n\nChào anh, em là Hạnh từ phòng nhân sự. Em gửi lại file JD và yêu cầu hồ sơ cho vị trí thực tập Cloud. Anh mở file đính kèm để xem chi tiết yêu cầu nộp bản cứng về văn phòng nhé. Lưu ý là chỉ còn 2 ngày nữa là chốt hồ sơ thôi ạ."
scam,"Subject: Đơn hàng #99281 của quý khách gặp sự cố\n\nChào bạn, đơn hàng của bạn từ Tiki không thể giao do thiếu phí lưu kho 20k. Vui lòng thanh toán bổ sung tại cổng này: pay-tiki-service.net để nhận hàng trong hôm nay nhé."
scam,"Subject: Mời tham gia khóa học đầu tư chứng khoán độc quyền\n\nAnh Khôi ơi, bên em mới có lộ trình x2 tài khoản trong 1 tháng. Team chuyên gia bên em vừa chốt danh sách 5 người cuối cùng. Anh có quan tâm thì add Zalo số 090xxxxxxx để em add vào group kín tư vấn mã nhé."
scam,"Subject: Re: Báo giá thiết bị mạng tháng 5\n\nAnh ơi, file báo giá em gửi hôm qua bị lỗi font. Em gửi lại file đính kèm này nhé. Chú ý dòng mã hàng A22-09, bên em đang áp dụng discount đặc biệt cho bên mình. Anh xem rồi sign sớm giúp em để em xuất hàng kịp tiến độ."
scam,Subject: Tài khoản Google Workspace của bạn sắp hết hạn\n\nCảnh báo: Tên miền của công ty bạn sẽ bị vô hiệu hóa trong 48 giờ tới do chưa xác thực lại dung lượng lưu trữ. Hãy đăng nhập tại portal.google-admin-security.vn để tránh mất dữ liệu email.
scam,"Subject: Thông báo đóng phí hải quan đơn hàng quốc tế\n\nChào anh, kiện hàng của anh từ Amazon đã về tới cảng nhưng đang bị giữ lại do phát sinh phí thông quan. Anh vui lòng chuyển khoản 150.000đ phí xử lý vào tk 001xxxxxxx Vietinbank để bên em hoàn tất thủ tục giao hàng ngay nhé."
scam,"Subject: Invitation: Project Kick-off Meeting\n\nHi team, mời mọi người join buổi họp triển khai dự án hạ tầng mới vào 9h sáng mai. Agenda và tài liệu chi tiết anh để ở link SharePoint này nhé: sharepoint.internal-cloud-portal.com/meeting-docs. Đề nghị mọi người đọc trước."
scam,"Subject: Cập nhật hóa đơn thanh toán #INV-20260528\n\nKính gửi Anh Khoi,\n\nCông ty chúng tôi xin thông báo hóa đơn tháng 5/2026 của Anh đã được cập nhật. Vui lòng kiểm tra và thanh toán trước ngày 30/05 để tránh gián đoạn dịch vụ.\n\nTrân trọng,\nNguyễn Thị Lan\nKế toán - VN Telecom"
scam,"Subject: Re: Yêu cầu báo giá mới\n\nChào anh Khoi,\n\nEm là Huy từ bên cung cấp thiết bị văn phòng. File báo giá anh yêu cầu em đã chỉnh sửa theo yêu cầu. Anh xem và phản hồi giúp em nhé. Cảm ơn anh nhiều.\n\nLink tải: https://drive.google.com/file/d/1xY7fakeLink/view"
scam,"Subject: [HR] Thông báo tăng lương quý 2\n\nKính gửi Anh Khoi Nguyễn,\n\nBan lãnh đạo công ty đã phê duyệt tăng lương cho anh hiệu lực từ tháng 6. Vui lòng click link dưới đây để xác nhận thông tin tài khoản nhận lương mới.\n\nhttps://hr-internal.vietcompany.vn/confirm-salary\n\nTrân trọng,\nPhòng Nhân sự"
scam,"Subject: Gói hỗ trợ khách hàng VIP - Shopee\n\nChào anh Khoi,\n\nTài khoản Shopee của anh đủ điều kiện nhận voucher 500k. Nhấn xác nhận ngay để nhận quà trước khi hết hạn.\n\nXác nhận: shopee.vn/redeem/vip-khoi"
scam,"Subject: Thông báo khoản vay tín chấp đã duyệt\n\nKính gửi Quý khách hàng Khoi,\n\nNgân hàng TMCP Á Châu xin thông báo hồ sơ vay 150 triệu của Anh đã được duyệt. Vui lòng cung cấp OTP để nhận tiền về tài khoản.\n\nCảm ơn Anh đã tin tưởng ACB."
scam,"Subject: Fwd: Hợp đồng cung cấp nguyên liệu tháng 6\n\nChào anh,\n\nBên em đã ký xong hợp đồng. Anh chuyển khoản đặt cọc 30% theo số tài khoản mới em gửi kèm file PDF nhé. Deadline chuyển khoản là chiều nay.\n\nThanks,\nTrần Minh Quân - Sales"
scam,"Subject: Cảnh báo bảo mật tài khoản Vietcombank\n\nAnh Khoi thân mến,\n\nChúng tôi phát hiện có đăng nhập bất thường từ IP lạ tại Hà Nội. Vui lòng xác minh ngay để tránh mất tiền.\n\nXác minh: https://secure.vietcombank.com.vn/verify"
scam,"Subject: Re: Vấn đề thanh toán đơn hàng #ORD-784512\n\nChào anh Khoi,\n\nĐơn hàng laptop Dell của anh đã được giao nhưng bên vận chuyển báo thiếu phí hải quan 2.850.000đ. Anh chuyển khoản giúp để bên em giải quyết nhé.\n\nSTK: 123456789 - Nguyễn Văn A"
scam,"Subject: Mời tham gia webinar miễn phí về AI\n\nKính gửi Anh Khoi,\n\nCông ty FPT xin mời Anh tham gia webinar Ứng dụng AI trong kinh doanh"" ngày mai lúc 10h. Link đăng ký đính kèm.\n\nĐây là cơ hội tuyệt vời để Anh học hỏi."""
scam,"Subject: [Urgent] Yêu cầu xác nhận thông tin nhân viên\n\nAnh Khoi,\n\nPhòng kế toán cần anh xác nhận lại thông tin CMND và số tài khoản để chuyển thưởng KPI quý 1. Gửi lại thông tin cho em qua link này nhé.\n\nCấp bách trước 12h trưa nay.\n\nPhòng HCNS"
scam,Subject: Thông báo giao hàng thất bại - GHN\n\nĐơn hàng của anh Khoi đang bị giữ tại kho do sai địa chỉ. Vui lòng cập nhật lại thông tin nhận hàng qua link dưới đây để GHN giao lại.\n\nghn.vn/update-address/ord12345
